C1 	C0603_3_C0603_0.1 	0.1 	  	C0603 	99.0400 	105.6700 	180.000 	YES
R5_113 	R0805_1_R1206_1 1% 	1 1% 	  	R1206 	105.7000 	125.4000 	180.000 	NO
R5_114 	R0805_0_R0603_261K 1% 	261K 1% 	  	R0603 	77.3600 	109.5700 	270.000 	NO
R5_116 	R1206_0_R0603_100 1% 	100 1% 	  	R0603 	76.6000 	106.6700 	0.000 	NO
R5_118 	R1206_0_R0603_34K 1% 	34K 1% 	  	R0603 	73.4300 	106.6700 	0.000 	NO
R5_120 	R0805_0_R0603_4.7K 1% 	4.7K 1% 	  	R0603 	107.0000 	22.6000 	180.000 	YES
R5_121 	R0805_0_R0603_0 1% 	0 1% 	  	R0603 	106.9000 	19.4000 	270.000 	YES
R5_123 	R0805_1_R0603_562K 1% 	562K 1% 	  	R0603 	68.1900 	111.9900 	90.000 	NO
R5_125 	R0805_1_R0603_100 1% 	100 1% 	  	R0603 	67.5900 	109.3900 	0.000 	NO
R5_127 	R0805_1_R0603_187K 1% 	187K 1% 	  	R0603 	64.3900 	109.3900 	0.000 	NO
R5_129 	R0805_0_R0603_5.6 1% 	5.6 1% 	  	R0603 	128.7000 	104.5000 	180.000 	NO
R5_130 	R0805_0_R0603_47K 1% 	47K 1% 	  	R0603 	142.6000 	99.1000 	270.000 	NO
R5_132 	R0805_0_R0603_12K 1% 	12K 1% 	  	R0603 	136.1100 	96.7600 	0.000 	NO
R5_134 	R0805_0_R0603_560 1% 	560 1% 	  	R0603 	137.4500 	103.4900 	90.000 	YES
R5_135 	R0805_0_R0603_DP 	DP 	  	R0603 	136.7600 	96.9100 	0.000 	YES
R5_136 	R0805_0_R0603_68 1% 	68 1% 	  	R0603 	124.2000 	99.8000 	90.000 	YES
R5_137 	R0805_0_R0603_4.99K 1% 	4.99K 1% 	  	R0603 	122.6000 	101.5000 	90.000 	YES
R5_138 	R0805_0_R0603_DP 	DP 	  	R0603 	136.9000 	103.6000 	270.000 	NO
R5_139 	R0805_0_R0603_220K 1% 	220K 1% 	  	R0603 	135.2600 	105.1000 	270.000 	NO
R5_140 	R0805_0_R0603_1.1K 1% 	1.1K 1% 	  	R0603 	124.4000 	103.3000 	90.000 	YES
R5_141 	R0805_0_R0603_3.3K 1% 	3.3K 1% 	  	R0603 	136.0700 	95.1300 	180.000 	NO
R5_142 	R0805_0_R0603_DP 1% 	DP 1% 	  	R0603 	136.7600 	95.2700 	0.000 	YES
R5_143 	R0805_1_R0603_0_1 	0 	  	R0603 	68.0000 	126.9000 	270.000 	YES
R5_144 	R0805_1_R0603_0 1% 	0 1% 	  	R0603 	94.2000 	117.9000 	0.000 	NO
R5_145 	R0805_1_R1206_100 1% 	100 1% 	  	R1206 	78.5784 	129.9066 	90.000 	YES
R5_146 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	85.4900 	119.2800 	0.000 	NO
R5_147 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	73.6300 	110.3100 	0.000 	YES
R5_148 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	104.4500 	120.6126 	0.000 	YES
R5_149 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	97.3200 	120.8600 	0.000 	YES
R5_150 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	97.0200 	3.4700 	90.000 	YES
R5_151 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	102.3500 	2.5474 	180.000 	YES
R5_152 	R0805_0_R0402_510 1% 	510 1% 	  	R0402 	221.1900 	73.9700 	90.000 	YES
R5_153 	R0805_0_R0402_510 1% 	510 1% 	  	R0402 	220.1000 	69.5500 	180.000 	NO
R5_31_1 	R0805_0_R0402_510 1% 	510 1% 	  	R0402 	220.7300 	71.3400 	0.000 	YES
R6_2 	R0805_0_R0402_1.2M 1% 	1.2M 1% 	  	R0402 	112.6700 	78.7800 	0.000 	YES
R6_3 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	111.5200 	90.6500 	0.000 	NO
R6_4 	R0805_0_R0402_3.83K 1% 	3.83K 1% 	  	R0402 	117.7000 	83.3000 	0.000 	YES
R6_6 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	93.5700 	84.1500 	180.000 	YES
R6_7 	R0805_0_R0402_8.25K 1% 	8.25K 1% 	  	R0402 	93.5500 	85.5500 	0.000 	YES
R6_9 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	93.3000 	94.0900 	180.000 	YES
R6_10 	R0805_0_R0402_3.83K 1% 	3.83K 1% 	  	R0402 	95.9100 	97.8500 	270.000 	YES
R6_11 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	117.2900 	44.3700 	180.000 	NO
R6_13 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	112.3200 	42.7700 	90.000 	YES
R6_15 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	113.7800 	42.7800 	90.000 	YES
R6_17 	R0805_0_R0402_2K 1% 	2K 1% 	  	R0402 	118.2200 	81.4600 	90.000 	YES
R6_18 	R_R0805_0 	0 	  	R0805 	115.9400 	97.4900 	90.000 	NO
R6_19 	R_R0603_0 	0 	  	R0603 	102.7700 	82.9900 	90.000 	NO
R6_20 	R_R0603_0 	0 	  	R0603 	102.9600 	91.0100 	270.000 	NO
R6_21 	R_R0603_0 	0 	  	R0603 	118.9300 	44.9300 	270.000 	YES
R6_22 	R_R0603_0 	0 	  	R0603 	89.2600 	86.8300 	90.000 	NO
R6_23 	R_R0603_0 	0 	  	R0603 	108.5100 	42.6600 	0.000 	YES
SU1 	SMS-1508-2-R_0_SMT_1028_S_R_SMT 	SMT-1028-S-R 	  	SMT_1028_S_R 	218.8000 	45.7000 	270.000 	NO
SW1 	PK1_EVQ-PPBA25_PTS635SL25SMTR L 	PTS635SL25SMTR LFS 	  	EVQ-PPBA25 	237.9000 	58.6000 	270.000 	NO
SW2 	PK1_EVQ-PPBA25_PTS635SL25SMTR L 	PTS635SL25SMTR LFS 	  	EVQ-PPBA25 	151.7800 	37.8900 	180.000 	NO
SW3 	PK1_EVQ-PPBA25_PTS635SL25SMTR L 	PTS635SL25SMTR LFS 	  	EVQ-PPBA25 	161.3800 	37.9000 	0.000 	NO
T1 	LAM_3_LAM_LAM 	LAM 	  	LAM 	85.1600 	78.7800 	0.000 	NO
T7 	LAM_3_LAM_LAM 	LAM 	  	LAM 	115.1800 	43.7700 	0.000 	NO
T8 	LAM_3_LAM_LAM 	LAM 	  	LAM 	98.6600 	74.8300 	0.000 	NO
T9 	LAM_3_LAM_LAM 	LAM 	  	LAM 	71.2700 	74.1600 	0.000 	NO
T11 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	35.6000 	56.4000 	0.000 	NO
T12 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	12.6000 	24.0000 	270.000 	NO
T13 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	59.9000 	22.0000 	270.000 	NO
T14 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	26.9000 	62.5000 	0.000 	YES
T15 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	3.7700 	29.3100 	0.000 	YES
T16 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	41.3000 	20.7000 	0.000 	YES
T17 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	49.2000 	45.0000 	270.000 	YES
T18 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	15.5000 	112.4000 	270.000 	YES
T19 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	48.8000 	124.0000 	270.000 	YES
T20 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	48.7000 	81.7000 	270.000 	YES
T21 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	13.1000 	72.3000 	0.000 	YES
T25 	LAM_3_LAM_LAM 	LAM 	  	LAM 	54.0000 	132.3000 	0.000 	YES
T27 	LAM_1_LAM_LAM 	LAM 	  	LAM 	96.5900 	58.3900 	0.000 	NO
T28 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	39.0000 	2.4000 	90.000 	YES
T29 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	38.9000 	2.4000 	270.000 	NO
T30 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	98.2000 	62.3000 	270.000 	YES
T31 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	84.7000 	49.9507 	180.000 	YES
T32 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	93.7800 	49.8999 	0.000 	YES
T33 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	98.2000 	74.2758 	0.000 	YES
T34 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	73.2700 	71.8000 	90.000 	YES
T35 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	38.9000 	15.5000 	90.000 	YES
T36 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	38.9000 	15.5000 	270.000 	NO
T37 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	119.7000 	52.0000 	270.000 	YES
T38 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	119.6508 	72.1000 	90.000 	YES
T39 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	73.2700 	61.2100 	90.000 	YES
T40 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	89.1000 	74.2758 	0.000 	YES
T41 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	110.2500 	49.9000 	0.000 	YES
T42 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	119.7000 	62.3000 	270.000 	YES
T43 	CON1_0_EKRAN_PKG_CON1_0 	CON1_0 	  	EKRAN_PKG 	75.7900 	50.5600 	315.000 	YES
T48 	LAM_1_LAM_LAM 	LAM 	  	LAM 	95.5000 	94.2000 	0.000 	NO
T49 	LAM_1_LAM_LAM 	LAM 	  	LAM 	94.5000 	90.7000 	0.000 	NO
T50 	LAM_1_LAM_LAM 	LAM 	  	LAM 	90.1000 	95.7000 	0.000 	NO
T51 	LAM_1_LAM_LAM 	LAM 	  	LAM 	91.9000 	94.2000 	0.000 	NO
T52 	LAM_1_LAM_LAM 	LAM 	  	LAM 	93.7000 	94.2000 	0.000 	NO
T53 	LAM_1_LAM_LAM 	LAM 	  	LAM 	90.1000 	94.2000 	0.000 	NO
TR1 	H5120NL_H5120NL_H5120NL 	H5120NL 	  	H5120NL 	108.2000 	32.2000 	270.000 	NO
VD1 	BAV99DW_SOT363_SDA004 	SDA004 	  	SOT363 	234.4000 	68.2000 	270.000 	NO
VD2 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	44.3600 	61.3900 	0.000 	NO
VD3 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	42.4600 	61.4200 	270.000 	NO
VD4 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	35.6100 	61.5300 	0.000 	NO
VD5 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	40.4000 	58.6400 	90.000 	NO
VD6 	BAT721B_SOT23_IC_BAT54C_BAT54C 	BAT54C 	  	SOT23 	20.9800 	16.6700 	270.000 	YES
VD7 	LED_1_0805_LED_APT2012CGCK 	APT2012CGCK 	  	0805_LED 	119.8000 	22.3000 	180.000 	NO
VD8 	LED_1_0805_LED_APT2012QBC 	APT2012QBC 	  	0805_LED 	119.8000 	20.3000 	180.000 	NO
VD9 	PESD12VL1BA_2_SOD523_PESD3V3U1U 	PESD3V3U1UB 	  	SOD523 	120.8800 	45.9300 	270.000 	NO
VD10 	PESD12VL1BA_2_SOD523_PESD3V3U1U 	PESD3V3U1UB 	  	SOD523 	119.5900 	45.9000 	270.000 	NO
VD11 	LED_1_0805_LED_APT2012CGCK 	APT2012CGCK 	  	0805_LED 	74.7600 	80.0100 	180.000 	NO
VD1_2 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	37.2000 	43.4000 	90.000 	NO
VD1_3 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	48.1000 	50.9000 	270.000 	NO
VD1_4 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	26.3000 	43.1000 	90.000 	NO
VD1_5 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	20.7000 	47.7000 	180.000 	NO
VD1_7 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	28.4000 	54.4000 	0.000 	YES
VD1_8 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	20.2000 	54.4000 	0.000 	YES
VD1_9 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	35.8000 	53.3000 	270.000 	YES
VD1_10 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	39.1000 	53.4000 	90.000 	YES
VD1_19 	ES1D_1_SOD323_1N4448WS 	1N4448WS 	  	SOD323 	40.9000 	39.2000 	0.000 	NO
VD1_20 	ES1D_1_SOD323_1N4448WS 	1N4448WS 	  	SOD323 	48.5000 	43.8000 	270.000 	NO
VD1_21 	ES1D_1_SOD323_1N4448WS 	1N4448WS 	  	SOD323 	29.1000 	38.3000 	0.000 	YES
VD1_22 	ES1D_1_SOD323_1N4448WS 	1N4448WS 	  	SOD323 	18.4000 	38.4000 	180.000 	YES
VD1_25 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	12.3000 	31.8000 	0.000 	YES
VD1_26 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	11.8000 	37.5000 	0.000 	YES
VD1_27 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	23.8000 	53.5000 	0.000 	NO
VD1_28 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	19.1000 	53.5000 	0.000 	NO
VD1_37 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	26.7000 	51.5000 	180.000 	NO
VD1_38 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	22.1000 	51.5000 	180.000 	NO
VD1_47 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	17.5000 	60.1000 	180.000 	YES
VD1_52 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	20.4000 	57.9000 	0.000 	YES
VD1_57 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	39.6000 	34.3000 	90.000 	NO
VD1_58 	ES1J_SMA_ES1J 	ES1J 	  	SMA 	51.4000 	37.5000 	180.000 	NO
VD2_1 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	7.0900 	95.4000 	270.000 	YES
VD2_2 	ES1D_1_DO219_ES07D 	ES07D 	  	DO219 	9.1100 	98.2700 	90.000 	YES
VD2_5 	CM1214-01ST_0_SOT23_CM1214A-01S 	CM1214A-01SO 	  	SOT23 	7.1000 	77.2000 	0.000 	YES
VD2_6 	CM1214-01ST_0_SOT23_CM1214A-01S 	CM1214A-01SO 	  	SOT23 	2.7000 	77.1000 	0.000 	YES
VD2_11 	BAV99DW_SOT363_SDA004 	SDA004 	  	SOT363 	21.1000 	76.5000 	90.000 	YES
VD2_12 	BAV99DW_SOT363_SDA004 	SDA004 	  	SOT363 	23.9000 	76.5000 	90.000 	YES
VD5_1 	ES1D_1_SMA_ES1J 	ES1J 	  	SMA 	83.9100 	5.2000 	90.000 	NO
VD5_2 	ES1D_1_SMA_ES1J 	ES1J 	  	SMA 	80.8400 	5.4000 	270.000 	NO
VD5_3 	ES1D_9_POWERDI123_DFLS160 	DFLS160 	  	POWERDI123 	215.9000 	84.9000 	90.000 	YES
VD5_5 	ZHCS750_5_SMA_B340A-13-F 	B340A-13-F 	  	SMA 	98.7300 	121.5700 	0.000 	NO
VD5_7 	ES1D_1_SMA_ES1J 	ES1J 	  	SMA 	80.6400 	13.5400 	90.000 	NO
VD5_8 	ES1D_1_SMA_ES1J 	ES1J 	  	SMA 	80.1000 	19.2000 	180.000 	NO
VD5_10 	ZHCS750_5_SMA_B340A-13-F 	B340A-13-F 	  	SMA 	79.3000 	131.0000 	270.000 	NO
VT1 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	73.6400 	75.3800 	180.000 	NO
VT1_1 	P 223_2_DPAK_STD3PK50Z 	STD3PK50Z 	  	DPAK 	40.5000 	41.5000 	0.000 	NO
VT1_2 	N 223_1_DPAK_STD7NM60N 	STD7NM60N 	  	DPAK 	51.3000 	42.4000 	0.000 	NO
VT1_3 	P 223_2_DPAK_STD3PK50Z 	STD3PK50Z 	  	DPAK 	29.4000 	34.1000 	0.000 	NO
VT1_4 	N 223_1_DPAK_STD7NM60N 	STD7NM60N 	  	DPAK 	18.7000 	33.8000 	0.000 	NO
VT1_5 	P 223_2_DPAK_STD3PK50Z 	STD3PK50Z 	  	DPAK 	29.7000 	40.6000 	0.000 	YES
VT1_6 	N 223_1_DPAK_STD7NM60N 	STD7NM60N 	  	DPAK 	21.8000 	40.7000 	0.000 	YES
VT1_7 	P 223_2_DPAK_STD3PK50Z 	STD3PK50Z 	  	DPAK 	37.3900 	37.2000 	0.000 	YES
VT1_8 	N 223_1_DPAK_STD7NM60N 	STD7NM60N 	  	DPAK 	45.0900 	37.2000 	0.000 	YES
VT2_1 	FDC6327C_0_SSOT6_FDC6327C 	FDC6327C 	  	SSOT6 	23.9000 	106.4000 	180.000 	YES
VT3_1 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	84.1300 	89.9300 	180.000 	NO
VT4_1 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	223.2000 	47.7000 	180.000 	YES
VT5_1 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	237.2300 	86.5000 	180.000 	NO
VT5_2 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	231.7000 	86.5000 	0.000 	NO
VT5_3 	P 223_0_SOT223_BSP317P 	BSP317P 	  	SOT223 	89.3200 	5.0900 	180.000 	NO
VT5_4 	FDV303N_0_SC70-3_BSS138W-7-F 	BSS138W-7-F 	  	SC70-3 	222.7000 	77.5000 	0.000 	NO
VT5_5 	FDV303N_0_SC70-3_BSS138W-7-F 	BSS138W-7-F 	  	SC70-3 	220.4100 	74.9600 	0.000 	NO
VT5_6 	P_SO8_0_PG_TSDSON_8_WITH_VIA_BS 	BSZ110N06NS3_G 	  	PG_TSDSON_8_WITH_VIA 	222.4000 	91.4000 	90.000 	NO
VT5_7 	P_SO8_0_PG_TSDSON_8_WITH_VIA_BS 	BSZ110N06NS3_G 	  	PG_TSDSON_8_WITH_VIA 	222.4000 	96.6000 	90.000 	NO
VT5_8 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	201.1000 	99.3000 	0.000 	YES
VT5_9 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	219.8000 	62.8000 	0.000 	NO
VT5_10 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	109.5800 	18.8900 	270.000 	YES
VT5_14 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	138.0000 	99.3000 	0.000 	NO
VT5_15 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	111.5000 	125.9000 	180.000 	YES
VT5_16 	FDC6303N_0_SO8_TC1550TG-G 	TC1550TG-G 	  	SO8 	54.5000 	34.2000 	180.000 	YES
VT5_22 	N 223_0_SOT223_IRFL214TRPBF 	IRFL214TRPBF 	  	SOT223 	88.8000 	18.3000 	90.000 	NO
VT5_29 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	79.6300 	123.9200 	180.000 	YES
VT5_30 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	110.3600 	129.9700 	180.000 	YES
VT5_31 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	105.0000 	122.1000 	0.000 	NO
VT5_32 	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0 	BSZ086P03NS3_G 	  	PG_TSDSON_8_WITH_VIA 	103.6000 	18.8000 	270.000 	YES
VT5_34 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	144.7800 	98.9200 	180.000 	NO
VT5_35 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	76.7100 	109.3500 	0.000 	YES
VT5_36 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	101.1900 	121.2300 	90.000 	YES
VT5_37 	FDV303N_0_SC70-3_NX3008NBKW_115 	NX3008NBKW_115 	  	SC70-3 	99.2100 	3.4200 	180.000 	YES
X1 	LEMO EPS_4_LEMO_EPS_00_250_HTN_ 	LEMO EPS.00.250.NTN 	  	LEMO_EPS_00_250_HTN 	3.6000 	51.9000 	180.000 	NO
X2 	LEMO EPS_4_LEMO_EPS_00_250_HTN_ 	LEMO EPS.00.250.NTN 	  	LEMO_EPS_00_250_HTN 	3.7000 	83.8000 	180.000 	NO
X3 	SW MEMBRANE_3_RASH722X_RASH722X 	RASH722X 	  	RASH722X 	220.7000 	67.2000 	0.000 	YES
X4 	WM7620TR-ND_0_0532610271_WM7620 	WM7620TR-ND 	  	0532610271 	178.0200 	37.3300 	270.000 	NO
X5 	MMCX_PLUG50_ED_3_MMCX_PLUG50_RE 	MMCX_PLUG50 	  	MMCX_PLUG50_RECSILK 	3.5500 	90.1100 	90.000 	NO
X7 	089H33-000100-G2-R_089H33-00010 	FH12-33S-0.5SH 	  	089H33-000100-G2-R 	111.4000 	108.2000 	270.000 	YES
X8 	MOLEX 56579-0519_2_ZX62RD-AB-5P 	ZX62RD-AB-5P8 	  	ZX62RD-AB-5P8 	242.9000 	67.9000 	90.000 	NO
X9 	FH12-18S-0_2.5SH_0526102472_052 	0526102472 	  	0526102472 	214.3600 	67.9000 	90.000 	NO
X10 	SM06B-SRKS-G-TB_1_SM06B-SRKS-G- 	SM06B-SRSS-TB(LF)(SN) 	  	SM06B-SRKS-G-TB 	121.8400 	111.8100 	0.000 	YES
X11 	FH12-18S-0_7.5SH_SFW24R-1STE1LF 	SFW24R-1STE1LF 	  	SFW24R-1STE1LF 	194.1000 	39.5000 	0.000 	NO
X12 	2-338070-0_0_1_338070_8_RECSILK 	1-338070-8 	  	1_338070_8_RECSILK 	177.7600 	98.3700 	180.000 	YES
X13 	MMCX_PLUG50_ED_3_MMCX_PLUG50_RE 	MMCX_PLUG50 	  	MMCX_PLUG50_RECSILK 	3.2200 	45.4900 	270.000 	NO
X14 	CON10AP_1_DF11-10DP-2DS_DF11-10 	DF11-10DP-2DS 	  	DF11-10DP-2DS 	45.7000 	65.8000 	270.000 	NO
X15 	FH12-18S-0_5.5SH_DF14_15P_1_25H 	DF14-15S-1.25C 	  	DF14_15P_1_25H_NO_VIA 	52.1000 	106.4600 	270.000 	NO
X16 	CON6AP_1_MOLEX_43045_0422_43045 	43045-0422 	  	MOLEX_43045_0422 	199.7000 	107.6000 	180.000 	NO
X17 	DF9_31P_1V_32_DF9_31P_1V_32_DF9 	DF9_31P_1V_32 	  	DF9_31P_1V_32 	134.6800 	35.2500 	0.000 	NO
X18 	BNC_7_U_FL-R-SMT_U_FL-R-SMT(01) 	U_FL-R-SMT(01) 	  	U_FL-R-SMT 	117.0400 	114.9900 	0.000 	NO
X1_1 	ST1W008S4K_ST1W008S4K_ST1W008S4 	ST1W008S4K 	  	ST1W008S4K 	102.0000 	42.8000 	180.000 	YES
Y1 	XTAL_4PIN_S_8Y-MAAV-T_8Y-25.000 	8Y-25.000MAAJ-T 	  	8Y-MAAV-T 	97.0000 	35.9000 	180.000 	NO
Y11_1 	XTAL_4PIN_S_8Y-MAAV-T_8Y-24.000 	8Y-24.000MAAJ-T 	  	8Y-MAAV-T 	71.9500 	39.4700 	270.000 	NO
